prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,original_object,nonsense_attribute
unc_adv_00145,an edible rack,attribute_object,uncertain,adversarial_nonsense,base_0400,a metal rack,replace_attribute_with_nonsense_attribute,rack,edible
unc_adv_00146,a transparent apple,attribute_object,uncertain,adversarial_nonsense,base_0401,a metal apple,replace_attribute_with_nonsense_attribute,apple,transparent
unc_adv_00147,an edible banana,attribute_object,uncertain,adversarial_nonsense,base_0402,a metal banana,replace_attribute_with_nonsense_attribute,banana,edible
unc_adv_00148,a transparent book,attribute_object,uncertain,adversarial_nonsense,base_0403,a metal book,replace_attribute_with_nonsense_attribute,book,transparent
unc_adv_00149,a singing phone,attribute_object,uncertain,adversarial_nonsense,base_0404,a metal phone,replace_attribute_with_nonsense_attribute,phone,singing
unc_adv_00150,a melting laptop,attribute_object,uncertain,adversarial_nonsense,base_0405,a metal laptop,replace_attribute_with_nonsense_attribute,laptop,melting
unc_adv_00151,a liquid camera,attribute_object,uncertain,adversarial_nonsense,base_0406,a metal camera,replace_attribute_with_nonsense_attribute,camera,liquid
unc_adv_00152,a singing backpack,attribute_object,uncertain,adversarial_nonsense,base_0407,a metal backpack,replace_attribute_with_nonsense_attribute,backpack,singing
unc_adv_00153,a singing television,attribute_object,uncertain,adversarial_nonsense,base_0408,a metal television,replace_attribute_with_nonsense_attribute,television,singing
unc_adv_00154,a melting dog,attribute_object,uncertain,adversarial_nonsense,base_0409,a shiny dog,replace_attribute_with_nonsense_attribute,dog,melting
unc_adv_00155,a singing cat,attribute_object,uncertain,adversarial_nonsense,base_0410,a shiny cat,replace_attribute_with_nonsense_attribute,cat,singing
unc_adv_00156,a melting chair,attribute_object,uncertain,adversarial_nonsense,base_0411,a shiny chair,replace_attribute_with_nonsense_attribute,chair,melting
unc_adv_00157,a sleeping table,attribute_object,uncertain,adversarial_nonsense,base_0412,a shiny table,replace_attribute_with_nonsense_attribute,table,sleeping
unc_adv_00158,a melting cup,attribute_object,uncertain,adversarial_nonsense,base_0413,a shiny cup,replace_attribute_with_nonsense_attribute,cup,melting
unc_adv_00159,a liquid bottle,attribute_object,uncertain,adversarial_nonsense,base_0414,a shiny bottle,replace_attribute_with_nonsense_attribute,bottle,liquid
unc_adv_00160,a transparent bicycle,attribute_object,uncertain,adversarial_nonsense,base_0415,a shiny bicycle,replace_attribute_with_nonsense_attribute,bicycle,transparent
unc_adv_00161,a transparent car,attribute_object,uncertain,adversarial_nonsense,base_0416,a shiny car,replace_attribute_with_nonsense_attribute,car,transparent
unc_adv_00162,a liquid rack,attribute_object,uncertain,adversarial_nonsense,base_0417,a shiny rack,replace_attribute_with_nonsense_attribute,rack,liquid
unc_adv_00163,a transparent apple,attribute_object,uncertain,adversarial_nonsense,base_0418,a shiny apple,replace_attribute_with_nonsense_attribute,apple,transparent
unc_adv_00164,a melting banana,attribute_object,uncertain,adversarial_nonsense,base_0419,a shiny banana,replace_attribute_with_nonsense_attribute,banana,melting
unc_adv_00165,a sleeping book,attribute_object,uncertain,adversarial_nonsense,base_0420,a shiny book,replace_attribute_with_nonsense_attribute,book,sleeping
unc_adv_00166,a transparent phone,attribute_object,uncertain,adversarial_nonsense,base_0421,a shiny phone,replace_attribute_with_nonsense_attribute,phone,transparent
unc_adv_00167,a sleeping laptop,attribute_object,uncertain,adversarial_nonsense,base_0422,a shiny laptop,replace_attribute_with_nonsense_attribute,laptop,sleeping
unc_adv_00168,a liquid camera,attribute_object,uncertain,adversarial_nonsense,base_0423,a shiny camera,replace_attribute_with_nonsense_attribute,camera,liquid
unc_adv_00169,a sleeping backpack,attribute_object,uncertain,adversarial_nonsense,base_0424,a shiny backpack,replace_attribute_with_nonsense_attribute,backpack,sleeping
unc_adv_00170,a singing television,attribute_object,uncertain,adversarial_nonsense,base_0425,a shiny television,replace_attribute_with_nonsense_attribute,television,singing
unc_adv_00171,an edible dog,attribute_object,uncertain,adversarial_nonsense,base_0426,a dirty dog,replace_attribute_with_nonsense_attribute,dog,edible
unc_adv_00172,a singing cat,attribute_object,uncertain,adversarial_nonsense,base_0427,a dirty cat,replace_attribute_with_nonsense_attribute,cat,singing
unc_adv_00173,a liquid chair,attribute_object,uncertain,adversarial_nonsense,base_0428,a dirty chair,replace_attribute_with_nonsense_attribute,chair,liquid
unc_adv_00174,a transparent table,attribute_object,uncertain,adversarial_nonsense,base_0429,a dirty table,replace_attribute_with_nonsense_attribute,table,transparent
unc_adv_00175,a transparent cup,attribute_object,uncertain,adversarial_nonsense,base_0430,a dirty cup,replace_attribute_with_nonsense_attribute,cup,transparent
unc_adv_00176,a sleeping bottle,attribute_object,uncertain,adversarial_nonsense,base_0431,a dirty bottle,replace_attribute_with_nonsense_attribute,bottle,sleeping
unc_adv_00177,a melting bicycle,attribute_object,uncertain,adversarial_nonsense,base_0432,a dirty bicycle,replace_attribute_with_nonsense_attribute,bicycle,melting
unc_adv_00178,an edible car,attribute_object,uncertain,adversarial_nonsense,base_0433,a dirty car,replace_attribute_with_nonsense_attribute,car,edible
unc_adv_00179,a melting rack,attribute_object,uncertain,adversarial_nonsense,base_0434,a dirty rack,replace_attribute_with_nonsense_attribute,rack,melting
unc_adv_00180,a liquid apple,attribute_object,uncertain,adversarial_nonsense,base_0435,a dirty apple,replace_attribute_with_nonsense_attribute,apple,liquid
unc_adv_00181,a transparent banana,attribute_object,uncertain,adversarial_nonsense,base_0436,a dirty banana,replace_attribute_with_nonsense_attribute,banana,transparent
unc_adv_00182,a sleeping book,attribute_object,uncertain,adversarial_nonsense,base_0437,a dirty book,replace_attribute_with_nonsense_attribute,book,sleeping
unc_adv_00183,a transparent phone,attribute_object,uncertain,adversarial_nonsense,base_0438,a dirty phone,replace_attribute_with_nonsense_attribute,phone,transparent
unc_adv_00184,a melting laptop,attribute_object,uncertain,adversarial_nonsense,base_0439,a dirty laptop,replace_attribute_with_nonsense_attribute,laptop,melting
unc_adv_00185,a melting camera,attribute_object,uncertain,adversarial_nonsense,base_0440,a dirty camera,replace_attribute_with_nonsense_attribute,camera,melting
unc_adv_00186,an edible backpack,attribute_object,uncertain,adversarial_nonsense,base_0441,a dirty backpack,replace_attribute_with_nonsense_attribute,backpack,edible
unc_adv_00187,an edible television,attribute_object,uncertain,adversarial_nonsense,base_0442,a dirty television,replace_attribute_with_nonsense_attribute,television,edible
unc_adv_00188,a sleeping dog,attribute_object,uncertain,adversarial_nonsense,base_0443,a clean dog,replace_attribute_with_nonsense_attribute,dog,sleeping
unc_adv_00189,an edible cat,attribute_object,uncertain,adversarial_nonsense,base_0444,a clean cat,replace_attribute_with_nonsense_attribute,cat,edible
unc_adv_00190,a melting chair,attribute_object,uncertain,adversarial_nonsense,base_0445,a clean chair,replace_attribute_with_nonsense_attribute,chair,melting
unc_adv_00191,a melting table,attribute_object,uncertain,adversarial_nonsense,base_0446,a clean table,replace_attribute_with_nonsense_attribute,table,melting
unc_adv_00192,a liquid cup,attribute_object,uncertain,adversarial_nonsense,base_0447,a clean cup,replace_attribute_with_nonsense_attribute,cup,liquid
unc_adv_00193,a melting bottle,attribute_object,uncertain,adversarial_nonsense,base_0448,a clean bottle,replace_attribute_with_nonsense_attribute,bottle,melting
unc_adv_00194,a sleeping bicycle,attribute_object,uncertain,adversarial_nonsense,base_0449,a clean bicycle,replace_attribute_with_nonsense_attribute,bicycle,sleeping
unc_adv_00195,a singing car,attribute_object,uncertain,adversarial_nonsense,base_0450,a clean car,replace_attribute_with_nonsense_attribute,car,singing
unc_adv_00196,a liquid rack,attribute_object,uncertain,adversarial_nonsense,base_0451,a clean rack,replace_attribute_with_nonsense_attribute,rack,liquid
unc_adv_00197,a liquid apple,attribute_object,uncertain,adversarial_nonsense,base_0452,a clean apple,replace_attribute_with_nonsense_attribute,apple,liquid
unc_adv_00198,a sleeping banana,attribute_object,uncertain,adversarial_nonsense,base_0453,a clean banana,replace_attribute_with_nonsense_attribute,banana,sleeping
unc_adv_00199,a sleeping book,attribute_object,uncertain,adversarial_nonsense,base_0454,a clean book,replace_attribute_with_nonsense_attribute,book,sleeping
unc_adv_00200,an edible phone,attribute_object,uncertain,adversarial_nonsense,base_0455,a clean phone,replace_attribute_with_nonsense_attribute,phone,edible
unc_adv_00201,a liquid laptop,attribute_object,uncertain,adversarial_nonsense,base_0456,a clean laptop,replace_attribute_with_nonsense_attribute,laptop,liquid
unc_adv_00202,an edible camera,attribute_object,uncertain,adversarial_nonsense,base_0457,a clean camera,replace_attribute_with_nonsense_attribute,camera,edible
unc_adv_00203,a melting backpack,attribute_object,uncertain,adversarial_nonsense,base_0458,a clean backpack,replace_attribute_with_nonsense_attribute,backpack,melting
unc_adv_00204,a liquid television,attribute_object,uncertain,adversarial_nonsense,base_0459,a clean television,replace_attribute_with_nonsense_attribute,television,liquid
unc_adv_00205,a liquid dog,attribute_object,uncertain,adversarial_nonsense,base_0460,a wet dog,replace_attribute_with_nonsense_attribute,dog,liquid
unc_adv_00206,a transparent cat,attribute_object,uncertain,adversarial_nonsense,base_0461,a wet cat,replace_attribute_with_nonsense_attribute,cat,transparent
unc_adv_00207,a singing chair,attribute_object,uncertain,adversarial_nonsense,base_0462,a wet chair,replace_attribute_with_nonsense_attribute,chair,singing
unc_adv_00208,a liquid table,attribute_object,uncertain,adversarial_nonsense,base_0463,a wet table,replace_attribute_with_nonsense_attribute,table,liquid
unc_adv_00209,a melting cup,attribute_object,uncertain,adversarial_nonsense,base_0464,a wet cup,replace_attribute_with_nonsense_attribute,cup,melting
unc_adv_00210,an edible bottle,attribute_object,uncertain,adversarial_nonsense,base_0465,a wet bottle,replace_attribute_with_nonsense_attribute,bottle,edible
unc_adv_00211,an edible bicycle,attribute_object,uncertain,adversarial_nonsense,base_0466,a wet bicycle,replace_attribute_with_nonsense_attribute,bicycle,edible
unc_adv_00212,a transparent car,attribute_object,uncertain,adversarial_nonsense,base_0467,a wet car,replace_attribute_with_nonsense_attribute,car,transparent
unc_adv_00213,a singing rack,attribute_object,uncertain,adversarial_nonsense,base_0468,a wet rack,replace_attribute_with_nonsense_attribute,rack,singing
unc_adv_00214,a melting apple,attribute_object,uncertain,adversarial_nonsense,base_0469,a wet apple,replace_attribute_with_nonsense_attribute,apple,melting
unc_adv_00215,an edible banana,attribute_object,uncertain,adversarial_nonsense,base_0470,a wet banana,replace_attribute_with_nonsense_attribute,banana,edible
unc_adv_00216,a sleeping book,attribute_object,uncertain,adversarial_nonsense,base_0471,a wet book,replace_attribute_with_nonsense_attribute,book,sleeping
unc_adv_00217,a melting phone,attribute_object,uncertain,adversarial_nonsense,base_0472,a wet phone,replace_attribute_with_nonsense_attribute,phone,melting
unc_adv_00218,a melting laptop,attribute_object,uncertain,adversarial_nonsense,base_0473,a wet laptop,replace_attribute_with_nonsense_attribute,laptop,melting
unc_adv_00219,a singing camera,attribute_object,uncertain,adversarial_nonsense,base_0474,a wet camera,replace_attribute_with_nonsense_attribute,camera,singing
unc_adv_00220,an edible backpack,attribute_object,uncertain,adversarial_nonsense,base_0475,a wet backpack,replace_attribute_with_nonsense_attribute,backpack,edible
unc_adv_00221,a melting television,attribute_object,uncertain,adversarial_nonsense,base_0476,a wet television,replace_attribute_with_nonsense_attribute,television,melting
unc_adv_00222,a transparent dog,attribute_object,uncertain,adversarial_nonsense,base_0477,a dry dog,replace_attribute_with_nonsense_attribute,dog,transparent
unc_adv_00223,a transparent cat,attribute_object,uncertain,adversarial_nonsense,base_0478,a dry cat,replace_attribute_with_nonsense_attribute,cat,transparent
unc_adv_00224,an edible chair,attribute_object,uncertain,adversarial_nonsense,base_0479,a dry chair,replace_attribute_with_nonsense_attribute,chair,edible
unc_adv_00225,a transparent table,attribute_object,uncertain,adversarial_nonsense,base_0480,a dry table,replace_attribute_with_nonsense_attribute,table,transparent
unc_adv_00226,a sleeping cup,attribute_object,uncertain,adversarial_nonsense,base_0481,a dry cup,replace_attribute_with_nonsense_attribute,cup,sleeping
unc_adv_00227,a singing bottle,attribute_object,uncertain,adversarial_nonsense,base_0482,a dry bottle,replace_attribute_with_nonsense_attribute,bottle,singing
unc_adv_00228,a transparent bicycle,attribute_object,uncertain,adversarial_nonsense,base_0483,a dry bicycle,replace_attribute_with_nonsense_attribute,bicycle,transparent
unc_adv_00229,a transparent car,attribute_object,uncertain,adversarial_nonsense,base_0484,a dry car,replace_attribute_with_nonsense_attribute,car,transparent
unc_adv_00230,a sleeping rack,attribute_object,uncertain,adversarial_nonsense,base_0485,a dry rack,replace_attribute_with_nonsense_attribute,rack,sleeping
unc_adv_00231,a singing apple,attribute_object,uncertain,adversarial_nonsense,base_0486,a dry apple,replace_attribute_with_nonsense_attribute,apple,singing
unc_adv_00232,a melting banana,attribute_object,uncertain,adversarial_nonsense,base_0487,a dry banana,replace_attribute_with_nonsense_attribute,banana,melting
unc_adv_00233,a singing book,attribute_object,uncertain,adversarial_nonsense,base_0488,a dry book,replace_attribute_with_nonsense_attribute,book,singing
unc_adv_00234,a liquid phone,attribute_object,uncertain,adversarial_nonsense,base_0489,a dry phone,replace_attribute_with_nonsense_attribute,phone,liquid
unc_adv_00235,an edible laptop,attribute_object,uncertain,adversarial_nonsense,base_0490,a dry laptop,replace_attribute_with_nonsense_attribute,laptop,edible
unc_adv_00236,an edible camera,attribute_object,uncertain,adversarial_nonsense,base_0491,a dry camera,replace_attribute_with_nonsense_attribute,camera,edible
unc_adv_00237,a liquid backpack,attribute_object,uncertain,adversarial_nonsense,base_0492,a dry backpack,replace_attribute_with_nonsense_attribute,backpack,liquid
unc_adv_00238,a sleeping television,attribute_object,uncertain,adversarial_nonsense,base_0493,a dry television,replace_attribute_with_nonsense_attribute,television,sleeping
unc_adv_00239,a liquid dog,attribute_object,uncertain,adversarial_nonsense,base_0494,a heavy dog,replace_attribute_with_nonsense_attribute,dog,liquid
unc_adv_00240,a melting cat,attribute_object,uncertain,adversarial_nonsense,base_0495,a heavy cat,replace_attribute_with_nonsense_attribute,cat,melting
unc_adv_00241,a melting chair,attribute_object,uncertain,adversarial_nonsense,base_0496,a heavy chair,replace_attribute_with_nonsense_attribute,chair,melting
unc_adv_00242,an edible table,attribute_object,uncertain,adversarial_nonsense,base_0497,a heavy table,replace_attribute_with_nonsense_attribute,table,edible
unc_adv_00243,a melting cup,attribute_object,uncertain,adversarial_nonsense,base_0498,a heavy cup,replace_attribute_with_nonsense_attribute,cup,melting
unc_adv_00244,an edible bottle,attribute_object,uncertain,adversarial_nonsense,base_0499,a heavy bottle,replace_attribute_with_nonsense_attribute,bottle,edible
unc_adv_00245,a liquid bicycle,attribute_object,uncertain,adversarial_nonsense,base_0500,a heavy bicycle,replace_attribute_with_nonsense_attribute,bicycle,liquid
unc_adv_00246,a liquid car,attribute_object,uncertain,adversarial_nonsense,base_0501,a heavy car,replace_attribute_with_nonsense_attribute,car,liquid
unc_adv_00247,a transparent rack,attribute_object,uncertain,adversarial_nonsense,base_0502,a heavy rack,replace_attribute_with_nonsense_attribute,rack,transparent
unc_adv_00248,a transparent apple,attribute_object,uncertain,adversarial_nonsense,base_0503,a heavy apple,replace_attribute_with_nonsense_attribute,apple,transparent
unc_adv_00249,a liquid banana,attribute_object,uncertain,adversarial_nonsense,base_0504,a heavy banana,replace_attribute_with_nonsense_attribute,banana,liquid
unc_adv_00250,an edible book,attribute_object,uncertain,adversarial_nonsense,base_0505,a heavy book,replace_attribute_with_nonsense_attribute,book,edible
unc_adv_00251,a liquid phone,attribute_object,uncertain,adversarial_nonsense,base_0506,a heavy phone,replace_attribute_with_nonsense_attribute,phone,liquid
unc_adv_00252,a liquid laptop,attribute_object,uncertain,adversarial_nonsense,base_0507,a heavy laptop,replace_attribute_with_nonsense_attribute,laptop,liquid
unc_adv_00253,a sleeping camera,attribute_object,uncertain,adversarial_nonsense,base_0508,a heavy camera,replace_attribute_with_nonsense_attribute,camera,sleeping
unc_adv_00254,a liquid backpack,attribute_object,uncertain,adversarial_nonsense,base_0509,a heavy backpack,replace_attribute_with_nonsense_attribute,backpack,liquid
unc_adv_00255,a melting television,attribute_object,uncertain,adversarial_nonsense,base_0510,a heavy television,replace_attribute_with_nonsense_attribute,television,melting
unc_adv_00256,an edible dog,attribute_object,uncertain,adversarial_nonsense,base_0511,a light dog,replace_attribute_with_nonsense_attribute,dog,edible
unc_adv_00257,a sleeping cat,attribute_object,uncertain,adversarial_nonsense,base_0512,a light cat,replace_attribute_with_nonsense_attribute,cat,sleeping
unc_adv_00258,a transparent chair,attribute_object,uncertain,adversarial_nonsense,base_0513,a light chair,replace_attribute_with_nonsense_attribute,chair,transparent
unc_adv_00259,a singing table,attribute_object,uncertain,adversarial_nonsense,base_0514,a light table,replace_attribute_with_nonsense_attribute,table,singing
unc_adv_00260,an edible cup,attribute_object,uncertain,adversarial_nonsense,base_0515,a light cup,replace_attribute_with_nonsense_attribute,cup,edible
unc_adv_00261,a melting bottle,attribute_object,uncertain,adversarial_nonsense,base_0516,a light bottle,replace_attribute_with_nonsense_attribute,bottle,melting
unc_adv_00262,an edible bicycle,attribute_object,uncertain,adversarial_nonsense,base_0517,a light bicycle,replace_attribute_with_nonsense_attribute,bicycle,edible
unc_adv_00263,a transparent car,attribute_object,uncertain,adversarial_nonsense,base_0518,a light car,replace_attribute_with_nonsense_attribute,car,transparent
unc_adv_00264,a melting rack,attribute_object,uncertain,adversarial_nonsense,base_0519,a light rack,replace_attribute_with_nonsense_attribute,rack,melting
unc_adv_00265,a melting apple,attribute_object,uncertain,adversarial_nonsense,base_0520,a light apple,replace_attribute_with_nonsense_attribute,apple,melting
unc_adv_00266,a singing banana,attribute_object,uncertain,adversarial_nonsense,base_0521,a light banana,replace_attribute_with_nonsense_attribute,banana,singing
unc_adv_00267,an edible book,attribute_object,uncertain,adversarial_nonsense,base_0522,a light book,replace_attribute_with_nonsense_attribute,book,edible
unc_adv_00268,a singing phone,attribute_object,uncertain,adversarial_nonsense,base_0523,a light phone,replace_attribute_with_nonsense_attribute,phone,singing
unc_adv_00269,a singing laptop,attribute_object,uncertain,adversarial_nonsense,base_0524,a light laptop,replace_attribute_with_nonsense_attribute,laptop,singing
unc_adv_00270,an edible camera,attribute_object,uncertain,adversarial_nonsense,base_0525,a light camera,replace_attribute_with_nonsense_attribute,camera,edible
unc_adv_00271,a liquid backpack,attribute_object,uncertain,adversarial_nonsense,base_0526,a light backpack,replace_attribute_with_nonsense_attribute,backpack,liquid
unc_adv_00272,a liquid television,attribute_object,uncertain,adversarial_nonsense,base_0527,a light television,replace_attribute_with_nonsense_attribute,television,liquid
unc_adv_00273,a transparent dog,attribute_object,uncertain,adversarial_nonsense,base_0528,a round dog,replace_attribute_with_nonsense_attribute,dog,transparent
unc_adv_00274,a singing cat,attribute_object,uncertain,adversarial_nonsense,base_0529,a round cat,replace_attribute_with_nonsense_attribute,cat,singing
unc_adv_00275,a sleeping chair,attribute_object,uncertain,adversarial_nonsense,base_0530,a round chair,replace_attribute_with_nonsense_attribute,chair,sleeping
unc_adv_00276,a singing table,attribute_object,uncertain,adversarial_nonsense,base_0531,a round table,replace_attribute_with_nonsense_attribute,table,singing
unc_adv_00277,a singing cup,attribute_object,uncertain,adversarial_nonsense,base_0532,a round cup,replace_attribute_with_nonsense_attribute,cup,singing
unc_adv_00278,a singing bottle,attribute_object,uncertain,adversarial_nonsense,base_0533,a round bottle,replace_attribute_with_nonsense_attribute,bottle,singing
unc_adv_00279,a transparent bicycle,attribute_object,uncertain,adversarial_nonsense,base_0534,a round bicycle,replace_attribute_with_nonsense_attribute,bicycle,transparent
unc_adv_00280,a liquid car,attribute_object,uncertain,adversarial_nonsense,base_0535,a round car,replace_attribute_with_nonsense_attribute,car,liquid
unc_adv_00281,a transparent rack,attribute_object,uncertain,adversarial_nonsense,base_0536,a round rack,replace_attribute_with_nonsense_attribute,rack,transparent
unc_adv_00282,a transparent apple,attribute_object,uncertain,adversarial_nonsense,base_0537,a round apple,replace_attribute_with_nonsense_attribute,apple,transparent
unc_adv_00283,a transparent banana,attribute_object,uncertain,adversarial_nonsense,base_0538,a round banana,replace_attribute_with_nonsense_attribute,banana,transparent
unc_adv_00284,a liquid book,attribute_object,uncertain,adversarial_nonsense,base_0539,a round book,replace_attribute_with_nonsense_attribute,book,liquid
unc_adv_00285,a liquid phone,attribute_object,uncertain,adversarial_nonsense,base_0540,a round phone,replace_attribute_with_nonsense_attribute,phone,liquid
unc_adv_00286,a singing laptop,attribute_object,uncertain,adversarial_nonsense,base_0541,a round laptop,replace_attribute_with_nonsense_attribute,laptop,singing
unc_adv_00287,a transparent camera,attribute_object,uncertain,adversarial_nonsense,base_0542,a round camera,replace_attribute_with_nonsense_attribute,camera,transparent
unc_adv_00288,a sleeping backpack,attribute_object,uncertain,adversarial_nonsense,base_0543,a round backpack,replace_attribute_with_nonsense_attribute,backpack,sleeping
unc_adv_00289,a liquid television,attribute_object,uncertain,adversarial_nonsense,base_0544,a round television,replace_attribute_with_nonsense_attribute,television,liquid
